id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
,Darkness Energy,Pokemon 2022 Energies,14,Ungraded,Normal wear,,From TCGcollector: 2022 Energies; ; Non-holo; ,0,1,2026-08-23,,,,
,Keldeo [Holo] #GG07,Pokemon Crown Zenith,1872,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG07/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Kricketune [Holo] #GG02,Pokemon Crown Zenith,828,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG02/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Krokorok [Reverse Holo] #79,Pokemon Crown Zenith,34,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 079/159; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Kyogre [Holo] #36,Pokemon Crown Zenith,33,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 036/159; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Kyogre V [Holo] #37,Pokemon Crown Zenith,106,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 037/159; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Lapras [Holo] #GG05,Pokemon Crown Zenith,2510,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG05/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Latias [Holo] #GG20,Pokemon Crown Zenith,1762,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG20/GG70; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Lost Vacuum [Reverse Holo] #135,Pokemon Crown Zenith,29,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 135/159; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Lunatone [Holo] #GG11,Pokemon Crown Zenith,1027,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG11/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Luxio [Reverse Holo] #42,Pokemon Crown Zenith,35,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 042/159; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Lycanroc [Reverse Holo] #74,Pokemon Crown Zenith,32,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 074/159; Reverse Holo; Rare,0,2,2026-08-23,,,,
,Mew [Holo] #GG10,Pokemon Crown Zenith,6717,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG10/GG70; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Mew V [Holo] #60,Pokemon Crown Zenith,666,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 060/159; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Mewtwo [Holo] #59,Pokemon Crown Zenith,306,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 059/159; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Mewtwo VSTAR [Holo] #GG44,Pokemon Crown Zenith,27081,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG44/GG70; Normal Holo; Holo Rare VSTAR,0,1,2026-08-23,,,,
,Miltank [Holo] #GG24,Pokemon Crown Zenith,1278,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG24/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Origin Forme Dialga VSTAR [Holo] #GG68,Pokemon Crown Zenith,13412,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG68/GG70; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Paras [Holo] #GG32,Pokemon Crown Zenith,927,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG32/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Pikachu [Holo] #160,Pokemon Crown Zenith,4794,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 160/159; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Pikachu [Holo] #GG30,Pokemon Crown Zenith,4612,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG30/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Professor's Research [Holo] #150,Pokemon Crown Zenith,206,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 150/159; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Radiant Charizard [Holo] #20,Pokemon Crown Zenith,1230,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 020/159; Normal Holo; Radiant Rare,0,2,2026-08-23,,,,
,Radiant Charjabug [Holo] #51,Pokemon Crown Zenith,67,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 051/159; Normal Holo; Radiant Rare,0,4,2026-08-23,,,,
,Radiant Eternatus [Holo] #105,Pokemon Crown Zenith,86,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 105/159; Normal Holo; Radiant Rare,0,2,2026-08-23,,,,
,Raihan [Holo] #140,Pokemon Crown Zenith,33,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 140/159; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Raikou V [Holo] #GG41,Pokemon Crown Zenith,4245,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG41/GG70; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Rayquaza V [Holo] #100,Pokemon Crown Zenith,225,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 100/159; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Rayquaza VMAX [Holo] #102,Pokemon Crown Zenith,1305,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 102/159; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Regigigas VSTAR [Holo] #GG55,Pokemon Crown Zenith,2676,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG55/GG70; Normal Holo; Holo Rare VSTAR,0,1,2026-08-23,,,,
,Riolu [Holo] #GG26,Pokemon Crown Zenith,1162,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG26/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Rotom V [Holo] #45,Pokemon Crown Zenith,72,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 045/159; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Rotom VSTAR [Holo] #46,Pokemon Crown Zenith,148,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 046/159; Normal Holo; Holo Rare VSTAR,0,1,2026-08-23,,,,
,Shinx [Reverse Holo] #39,Pokemon Crown Zenith,33,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 039/159; Reverse Holo; Common,0,1,2026-08-23,,,,
,Simisear V [Holo] #22,Pokemon Crown Zenith,71,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 022/159; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Simisear VSTAR [Holo] #GG37,Pokemon Crown Zenith,3660,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG37/GG70; Normal Holo; Holo Rare VSTAR,0,1,2026-08-23,,,,
,Sky Seal Stone [Holo] #143,Pokemon Crown Zenith,22,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 143/159; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Snorlax [Reverse Holo] #109,Pokemon Crown Zenith,1227,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 109/159; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Solrock [Holo] #GG15,Pokemon Crown Zenith,712,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG15/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Stoutland V [Holo] #116,Pokemon Crown Zenith,80,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 116/159; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Swablu [Holo] #GG27,Pokemon Crown Zenith,627,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG27/GG70; Normal Holo; Rare Holo,0,3,2026-08-23,,,,
,Thievul [Holo] #GG17,Pokemon Crown Zenith,292,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG17/GG70; Normal Holo; Rare Holo,0,3,2026-08-23,,,,
,Toxtricity [Holo] #GG09,Pokemon Crown Zenith,374,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG09/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Trekking Shoes [Reverse Holo] #145,Pokemon Crown Zenith,30,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 145/159; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Volcanion [Reverse Holo] #26,Pokemon Crown Zenith,34,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 026/159; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Volo [Holo] #151,Pokemon Crown Zenith,139,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 151/159; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Zacian VSTAR [Holo] #96,Pokemon Crown Zenith,163,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 096/159; Normal Holo; Holo Rare VSTAR,0,2,2026-08-23,,,,
,Zamazenta [Holo] #97,Pokemon Crown Zenith,35,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 097/159; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Zarude [Holo] #16,Pokemon Crown Zenith,25,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 016/159; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Zeraora VMAX [Holo] #54,Pokemon Crown Zenith,301,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 054/159; Normal Holo; Holo Rare VMAX,0,2,2026-08-23,,,,
,Zeraora VMAX [Holo] #GG42,Pokemon Crown Zenith,2805,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG42/GG70; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Zeraora VSTAR [Holo] #55,Pokemon Crown Zenith,170,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 055/159; Normal Holo; Holo Rare VSTAR,0,1,2026-08-23,,,,
,Mimikyu [Cosmos Holo] #81,Pokemon Darkness Ablaze,208,Ungraded,Normal wear,,From TCGcollector: Darkness Ablaze; 081/189; Cosmos Holo; Rare,0,1,2026-08-23,,,,
,Dracozolt V [Holo] #58,Pokemon Evolving Skies,125,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 058/203; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Eevee #125,Pokemon Evolving Skies,47,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 125/203; Normal; Common,0,1,2026-08-23,,,,
,Eldegoss [Holo] #16,Pokemon Evolving Skies,32,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 016/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Entei [Holo] #19,Pokemon Evolving Skies,34,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 019/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Espeon V [Holo] #64,Pokemon Evolving Skies,323,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 064/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Espeon VMAX [Holo] #65,Pokemon Evolving Skies,1559,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 065/203; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Florges [Holo] #73,Pokemon Evolving Skies,27,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 073/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Garbodor V [Holo] #100,Pokemon Evolving Skies,93,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 100/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Glaceon V [Holo] #40,Pokemon Evolving Skies,305,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 040/203; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Glaceon VMAX [Holo] #41,Pokemon Evolving Skies,815,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 041/203; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Golurk V [Holo] #182,Pokemon Evolving Skies,3951,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 182/203; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Gyarados V [Holo] #28,Pokemon Evolving Skies,241,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 028/203; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Jumpluff [Holo] #4,Pokemon Evolving Skies,33,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 004/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Marshadow [Holo] #80,Pokemon Evolving Skies,32,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 080/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Medicham V [Holo] #83,Pokemon Evolving Skies,75,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 083/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Noivern V [Holo] #117,Pokemon Evolving Skies,86,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 117/203; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Regieleki [Holo] #60,Pokemon Evolving Skies,32,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 060/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Salamence [Holo] #109,Pokemon Evolving Skies,76,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 109/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Single Strike Scroll of the Fanged Dragon #158,Pokemon Evolving Skies,5,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 158/203; Normal; Uncommon,0,1,2026-08-23,,,,
,Suicune V [Holo] #31,Pokemon Evolving Skies,141,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 031/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Sylveon V [Holo] #74,Pokemon Evolving Skies,843,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 074/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Trevenant V [Holo] #13,Pokemon Evolving Skies,82,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 013/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Umbreon VMAX [Holo] #215,Pokemon Evolving Skies,241066,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 215/203; Normal Holo; Rare Rainbow,0,1,2026-08-23,,,,
,Vaporeon VMAX [Holo] #30,Pokemon Evolving Skies,1168,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 030/203; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Zygarde [Holo] #118,Pokemon Evolving Skies,32,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 118/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Appletun V [Holo] #26,Pokemon Fusion Strike,101,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 026/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Baltoy [Reverse Holo] #144,Pokemon Fusion Strike,8,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 144/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Battle VIP Pass [Reverse Holo] #225,Pokemon Fusion Strike,44,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 225/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Boltund V [Holo] #249,Pokemon Fusion Strike,263,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 249/264; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Breloom V [Holo] #6,Pokemon Fusion Strike,75,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 006/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Caterpie [Reverse Holo] #1,Pokemon Fusion Strike,27,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 001/264; Reverse Holo; Common,0,3,2026-08-23,,,,
,Centiskorch [Reverse Holo] #48,Pokemon Fusion Strike,17,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 048/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Chandelure V [Holo] #39,Pokemon Fusion Strike,92,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 039/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Chandelure VMAX [Holo] #265,Pokemon Fusion Strike,1019,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 265/264; Normal Holo; Rare Rainbow,0,1,2026-08-23,,,,
,Chandelure VMAX [Holo] #40,Pokemon Fusion Strike,323,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 040/264; Normal Holo; Holo Rare VMAX,0,2,2026-08-23,,,,
,Chewtle [Reverse Holo] #80,Pokemon Fusion Strike,30,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 080/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cinderace V [Holo] #43,Pokemon Fusion Strike,66,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 043/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Cinderace V [Holo] #44,Pokemon Fusion Strike,80,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 044/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Cinderace VMAX [Holo] #45,Pokemon Fusion Strike,262,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 045/264; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Clamperl [Reverse Holo] #65,Pokemon Fusion Strike,26,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 065/264; Reverse Holo; Common,0,2,2026-08-23,,,,
,Clawitzer [Reverse Holo] #75,Pokemon Fusion Strike,31,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 075/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Clobbopus [Reverse Holo] #152,Pokemon Fusion Strike,30,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 152/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Corviknight [Reverse Holo] #190,Pokemon Fusion Strike,34,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 190/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Crabominable V [Holo] #248,Pokemon Fusion Strike,120,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 248/264; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Crabominable V [Holo] #76,Pokemon Fusion Strike,66,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 076/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Dancer [Reverse Holo] #232,Pokemon Fusion Strike,22,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 232/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Delcatty [Reverse Holo] #211,Pokemon Fusion Strike,37,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 211/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Dewpider [Reverse Holo] #19,Pokemon Fusion Strike,18,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 019/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Eelektross [Reverse Holo] #97,Pokemon Fusion Strike,19,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 097/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Eevee [Reverse Holo] #205,Pokemon Fusion Strike,91,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 205/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Eldegoss [Reverse Holo] #25,Pokemon Fusion Strike,13,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 025/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Electrode [Reverse Holo] #88,Pokemon Fusion Strike,27,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 088/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Elesa's Sparkle [Reverse Holo] #233,Pokemon Fusion Strike,27,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 233/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Excadrill [Reverse Holo] #183,Pokemon Fusion Strike,21,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 183/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Falinks [Reverse Holo] #155,Pokemon Fusion Strike,16,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 155/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Feraligatr [Holo] #57,Pokemon Fusion Strike,38,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 057/264; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Frosmoth [Reverse Holo] #85,Pokemon Fusion Strike,14,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 085/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Galarian Corsola [Reverse Holo] #117,Pokemon Fusion Strike,29,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 117/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Galarian Cursola [Reverse Holo] #118,Pokemon Fusion Strike,39,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 118/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Galarian Darmanitan [Reverse Holo] #72,Pokemon Fusion Strike,29,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 072/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Galarian Meowth [Reverse Holo] #180,Pokemon Fusion Strike,39,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 180/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Galarian Obstagoon [Holo] #161,Pokemon Fusion Strike,26,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 161/264; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Galarian Perrserker [Reverse Holo] #181,Pokemon Fusion Strike,30,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 181/264; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Genesect V [Holo] #185,Pokemon Fusion Strike,69,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 185/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Genesect V [Holo] #254,Pokemon Fusion Strike,408,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 254/264; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Gengar V [Holo] #156,Pokemon Fusion Strike,1121,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 156/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Gligar [Reverse Holo] #140,Pokemon Fusion Strike,25,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 140/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Gorebyss [Reverse Holo] #67,Pokemon Fusion Strike,18,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 067/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Graveler #136,Pokemon Fusion Strike,3,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 136/264; Normal; Uncommon,0,1,2026-08-23,,,,
,Grimmsnarl [Holo] #178,Pokemon Fusion Strike,18,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 178/264; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Grubbin [Reverse Holo] #18,Pokemon Fusion Strike,41,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 018/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Heliolisk [Reverse Holo] #99,Pokemon Fusion Strike,22,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 099/264; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Impidimp [Reverse Holo] #176,Pokemon Fusion Strike,24,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 176/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Jynx [Reverse Holo] #112,Pokemon Fusion Strike,26,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 112/264; Reverse Holo; Common,0,1,2026-08-23,,,,
,Kangaskhan [Reverse Holo] #204,Pokemon Fusion Strike,34,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 204/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Latias [Reverse Holo] #193,Pokemon Fusion Strike,54,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 193/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Leavanny [Reverse Holo] #11,Pokemon Fusion Strike,33,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 011/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Lopunny [Reverse Holo] #213,Pokemon Fusion Strike,130,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 213/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Luxio [Reverse Holo] #92,Pokemon Fusion Strike,33,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 092/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Mandibuzz [Reverse Holo] #173,Pokemon Fusion Strike,26,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 173/264; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Mantine [Reverse Holo] #61,Pokemon Fusion Strike,25,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 061/264; Reverse Holo; Common,0,2,2026-08-23,,,,
,Melmetal [Holo] #189,Pokemon Fusion Strike,18,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 189/264; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Melmetal [Reverse Holo] #189,Pokemon Fusion Strike,17,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 189/264; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Metapod [Reverse Holo] #2,Pokemon Fusion Strike,25,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 002/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Mew VMAX [Holo] #114,Pokemon Fusion Strike,1533,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 114/264; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
