source-expansion,source-card-name,source-card-number,source-variant,source-rarity,generated-set,generated-product-name,identity,source-quantity,existing-quantity
Ascended Heroes,Erika's Oddish,001/217,Normal,Common,Pokemon Ascended Heroes,Erika's Oddish #1,ascended heroes | erika s oddish | 1 |  | ungraded,1,0
Scarlet & Violet 151,Ekans,023/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Ekans [Reverse Holo] #23,scarlet violet 151 | ekans | 23 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Arbok ex,024/165,Normal Holo,Double Rare,Pokemon Scarlet & Violet 151,Arbok ex [Holo] #24,scarlet violet 151 | arbok ex | 24 | holo | ungraded,1,0
Scarlet & Violet 151,Pikachu,025/165,Normal,Common,Pokemon Scarlet & Violet 151,Pikachu #25,scarlet violet 151 | pikachu | 25 |  | ungraded,1,1
Scarlet & Violet 151,Raichu,026/165,Normal Holo,Rare,Pokemon Scarlet & Violet 151,Raichu [Holo] #26,scarlet violet 151 | raichu | 26 | holo | ungraded,1,0
Scarlet & Violet 151,Raichu,026/165,Reverse Holo,Rare,Pokemon Scarlet & Violet 151,Raichu [Reverse Holo] #26,scarlet violet 151 | raichu | 26 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Sandshrew,027/165,Normal,Common,Pokemon Scarlet & Violet 151,Sandshrew #27,scarlet violet 151 | sandshrew | 27 |  | ungraded,1,1
Scarlet & Violet 151,Sandshrew,027/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Sandshrew [Reverse Holo] #27,scarlet violet 151 | sandshrew | 27 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Sandslash,028/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Sandslash #28,scarlet violet 151 | sandslash | 28 |  | ungraded,1,1
Scarlet & Violet 151,Sandslash,028/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Sandslash [Reverse Holo] #28,scarlet violet 151 | sandslash | 28 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Nidoran ♀,029/165,Normal,Common,Pokemon Scarlet & Violet 151,Nidoran ♀ #29,scarlet violet 151 | nidoran | 29 |  | ungraded,1,1
Scarlet & Violet 151,Nidorina,030/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Nidorina #30,scarlet violet 151 | nidorina | 30 |  | ungraded,1,1
Scarlet & Violet 151,Nidoqueen,031/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Nidoqueen #31,scarlet violet 151 | nidoqueen | 31 |  | ungraded,1,1
Scarlet & Violet 151,Nidoqueen,031/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Nidoqueen [Reverse Holo] #31,scarlet violet 151 | nidoqueen | 31 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Nidoran ♂,032/165,Normal,Common,Pokemon Scarlet & Violet 151,Nidoran ♂ #32,scarlet violet 151 | nidoran | 32 |  | ungraded,1,1
Scarlet & Violet 151,Nidoran ♂,032/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Nidoran ♂ [Reverse Holo] #32,scarlet violet 151 | nidoran | 32 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Nidorino,033/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Nidorino #33,scarlet violet 151 | nidorino | 33 |  | ungraded,1,1
Scarlet & Violet 151,Nidorino,033/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Nidorino [Reverse Holo] #33,scarlet violet 151 | nidorino | 33 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Nidoking,034/165,Normal Holo,Rare,Pokemon Scarlet & Violet 151,Nidoking [Holo] #34,scarlet violet 151 | nidoking | 34 | holo | ungraded,1,0
Scarlet & Violet 151,Nidoking,034/165,Reverse Holo,Rare,Pokemon Scarlet & Violet 151,Nidoking [Reverse Holo] #34,scarlet violet 151 | nidoking | 34 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Clefairy,035/165,Normal,Common,Pokemon Scarlet & Violet 151,Clefairy #35,scarlet violet 151 | clefairy | 35 |  | ungraded,1,1
Scarlet & Violet 151,Clefable,036/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Clefable #36,scarlet violet 151 | clefable | 36 |  | ungraded,1,1
Scarlet & Violet 151,Clefable,036/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Clefable [Reverse Holo] #36,scarlet violet 151 | clefable | 36 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Vulpix,037/165,Normal,Common,Pokemon Scarlet & Violet 151,Vulpix #37,scarlet violet 151 | vulpix | 37 |  | ungraded,1,1
Scarlet & Violet 151,Vulpix,037/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Vulpix [Reverse Holo] #37,scarlet violet 151 | vulpix | 37 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Ninetales ex,038/165,Normal Holo,Double Rare,Pokemon Scarlet & Violet 151,Ninetales ex [Holo] #38,scarlet violet 151 | ninetales ex | 38 | holo | ungraded,1,0
Scarlet & Violet 151,Jigglypuff,039/165,Normal,Common,Pokemon Scarlet & Violet 151,Jigglypuff #39,scarlet violet 151 | jigglypuff | 39 |  | ungraded,1,1
Scarlet & Violet 151,Jigglypuff,039/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Jigglypuff [Reverse Holo] #39,scarlet violet 151 | jigglypuff | 39 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Zubat,041/165,Normal,Common,Pokemon Scarlet & Violet 151,Zubat #41,scarlet violet 151 | zubat | 41 |  | ungraded,1,1
Scarlet & Violet 151,Zubat,041/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Zubat [Reverse Holo] #41,scarlet violet 151 | zubat | 41 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Golbat,042/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Golbat #42,scarlet violet 151 | golbat | 42 |  | ungraded,1,1
Scarlet & Violet 151,Golbat,042/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Golbat [Reverse Holo] #42,scarlet violet 151 | golbat | 42 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Oddish,043/165,Normal,Common,Pokemon Scarlet & Violet 151,Oddish #43,scarlet violet 151 | oddish | 43 |  | ungraded,1,1
Scarlet & Violet 151,Gloom,044/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Gloom #44,scarlet violet 151 | gloom | 44 |  | ungraded,1,1
Scarlet & Violet 151,Gloom,044/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Gloom [Reverse Holo] #44,scarlet violet 151 | gloom | 44 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Vileplume,045/165,Normal Holo,Rare,Pokemon Scarlet & Violet 151,Vileplume [Holo] #45,scarlet violet 151 | vileplume | 45 | holo | ungraded,1,1
Scarlet & Violet 151,Paras,046/165,Normal,Common,Pokemon Scarlet & Violet 151,Paras #46,scarlet violet 151 | paras | 46 |  | ungraded,1,1
Scarlet & Violet 151,Paras,046/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Paras [Reverse Holo] #46,scarlet violet 151 | paras | 46 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Parasect,047/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Parasect #47,scarlet violet 151 | parasect | 47 |  | ungraded,1,1
Scarlet & Violet 151,Parasect,047/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Parasect [Reverse Holo] #47,scarlet violet 151 | parasect | 47 | reverse holo | ungraded,4,1
Scarlet & Violet 151,Venonat,048/165,Normal,Common,Pokemon Scarlet & Violet 151,Venonat #48,scarlet violet 151 | venonat | 48 |  | ungraded,1,1
Scarlet & Violet 151,Venonat,048/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Venonat [Reverse Holo] #48,scarlet violet 151 | venonat | 48 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Venomoth,049/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Venomoth #49,scarlet violet 151 | venomoth | 49 |  | ungraded,1,1
Scarlet & Violet 151,Venomoth,049/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Venomoth [Reverse Holo] #49,scarlet violet 151 | venomoth | 49 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Diglett,050/165,Normal,Common,Pokemon Scarlet & Violet 151,Diglett #50,scarlet violet 151 | diglett | 50 |  | ungraded,1,1
Scarlet & Violet 151,Diglett,050/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Diglett [Reverse Holo] #50,scarlet violet 151 | diglett | 50 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Dugtrio,051/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Dugtrio #51,scarlet violet 151 | dugtrio | 51 |  | ungraded,1,1
Scarlet & Violet 151,Meowth,052/165,Normal,Common,Pokemon Scarlet & Violet 151,Meowth #52,scarlet violet 151 | meowth | 52 |  | ungraded,1,1
Scarlet & Violet 151,Meowth,052/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Meowth [Reverse Holo] #52,scarlet violet 151 | meowth | 52 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Persian,053/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Persian #53,scarlet violet 151 | persian | 53 |  | ungraded,1,1
Scarlet & Violet 151,Persian,053/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Persian [Reverse Holo] #53,scarlet violet 151 | persian | 53 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Psyduck,054/165,Normal,Common,Pokemon Scarlet & Violet 151,Psyduck #54,scarlet violet 151 | psyduck | 54 |  | ungraded,1,1
Scarlet & Violet 151,Psyduck,054/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Psyduck [Reverse Holo] #54,scarlet violet 151 | psyduck | 54 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Golduck,055/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Golduck #55,scarlet violet 151 | golduck | 55 |  | ungraded,1,1
Scarlet & Violet 151,Golduck,055/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Golduck [Reverse Holo] #55,scarlet violet 151 | golduck | 55 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Mankey,056/165,Normal,Common,Pokemon Scarlet & Violet 151,Mankey #56,scarlet violet 151 | mankey | 56 |  | ungraded,1,1
Scarlet & Violet 151,Mankey,056/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Mankey [Reverse Holo] #56,scarlet violet 151 | mankey | 56 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Primeape,057/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Primeape #57,scarlet violet 151 | primeape | 57 |  | ungraded,1,1
Scarlet & Violet 151,Primeape,057/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Primeape [Reverse Holo] #57,scarlet violet 151 | primeape | 57 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Growlithe,058/165,Normal,Common,Pokemon Scarlet & Violet 151,Growlithe #58,scarlet violet 151 | growlithe | 58 |  | ungraded,1,1
Scarlet & Violet 151,Arcanine,059/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Arcanine #59,scarlet violet 151 | arcanine | 59 |  | ungraded,1,1
Scarlet & Violet 151,Arcanine,059/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Arcanine [Reverse Holo] #59,scarlet violet 151 | arcanine | 59 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Poliwag,060/165,Normal,Common,Pokemon Scarlet & Violet 151,Poliwag #60,scarlet violet 151 | poliwag | 60 |  | ungraded,1,1
Scarlet & Violet 151,Poliwag,060/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Poliwag [Reverse Holo] #60,scarlet violet 151 | poliwag | 60 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Poliwhirl,061/165,Normal,Common,Pokemon Scarlet & Violet 151,Poliwhirl #61,scarlet violet 151 | poliwhirl | 61 |  | ungraded,1,1
Scarlet & Violet 151,Poliwhirl,061/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Poliwhirl [Reverse Holo] #61,scarlet violet 151 | poliwhirl | 61 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Poliwrath,062/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Poliwrath #62,scarlet violet 151 | poliwrath | 62 |  | ungraded,1,1
Scarlet & Violet 151,Poliwrath,062/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Poliwrath [Reverse Holo] #62,scarlet violet 151 | poliwrath | 62 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Abra,063/165,Normal,Common,Pokemon Scarlet & Violet 151,Abra #63,scarlet violet 151 | abra | 63 |  | ungraded,1,1
Scarlet & Violet 151,Abra,063/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Abra [Reverse Holo] #63,scarlet violet 151 | abra | 63 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Kadabra,064/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Kadabra #64,scarlet violet 151 | kadabra | 64 |  | ungraded,1,1
Scarlet & Violet 151,Kadabra,064/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Kadabra [Reverse Holo] #64,scarlet violet 151 | kadabra | 64 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Alakazam ex,065/165,Normal Holo,Double Rare,Pokemon Scarlet & Violet 151,Alakazam ex [Holo] #65,scarlet violet 151 | alakazam ex | 65 | holo | ungraded,1,0
Scarlet & Violet 151,Machop,066/165,Normal,Common,Pokemon Scarlet & Violet 151,Machop #66,scarlet violet 151 | machop | 66 |  | ungraded,1,1
Scarlet & Violet 151,Machop,066/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Machop [Reverse Holo] #66,scarlet violet 151 | machop | 66 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Machoke,067/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Machoke #67,scarlet violet 151 | machoke | 67 |  | ungraded,1,1
Scarlet & Violet 151,Machoke,067/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Machoke [Reverse Holo] #67,scarlet violet 151 | machoke | 67 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Machamp,068/165,Normal Holo,Rare,Pokemon Scarlet & Violet 151,Machamp [Holo] #68,scarlet violet 151 | machamp | 68 | holo | ungraded,1,1
Scarlet & Violet 151,Machamp,068/165,Reverse Holo,Rare,Pokemon Scarlet & Violet 151,Machamp [Reverse Holo] #68,scarlet violet 151 | machamp | 68 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Bellsprout,069/165,Normal,Common,Pokemon Scarlet & Violet 151,Bellsprout #69,scarlet violet 151 | bellsprout | 69 |  | ungraded,1,1
Scarlet & Violet 151,Bellsprout,069/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Bellsprout [Reverse Holo] #69,scarlet violet 151 | bellsprout | 69 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Weepinbell,070/165,Normal,Common,Pokemon Scarlet & Violet 151,Weepinbell #70,scarlet violet 151 | weepinbell | 70 |  | ungraded,1,1
Scarlet & Violet 151,Victreebel,071/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Victreebel #71,scarlet violet 151 | victreebel | 71 |  | ungraded,1,1
Scarlet & Violet 151,Victreebel,071/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Victreebel [Reverse Holo] #71,scarlet violet 151 | victreebel | 71 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Tentacool,072/165,Normal,Common,Pokemon Scarlet & Violet 151,Tentacool #72,scarlet violet 151 | tentacool | 72 |  | ungraded,1,1
Scarlet & Violet 151,Tentacool,072/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Tentacool [Reverse Holo] #72,scarlet violet 151 | tentacool | 72 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Tentacruel,073/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Tentacruel #73,scarlet violet 151 | tentacruel | 73 |  | ungraded,1,1
Scarlet & Violet 151,Tentacruel,073/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Tentacruel [Reverse Holo] #73,scarlet violet 151 | tentacruel | 73 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Geodude,074/165,Normal,Common,Pokemon Scarlet & Violet 151,Geodude #74,scarlet violet 151 | geodude | 74 |  | ungraded,1,1
Scarlet & Violet 151,Geodude,074/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Geodude [Reverse Holo] #74,scarlet violet 151 | geodude | 74 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Graveler,075/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Graveler #75,scarlet violet 151 | graveler | 75 |  | ungraded,1,1
Scarlet & Violet 151,Golem ex,076/165,Normal Holo,Double Rare,Pokemon Scarlet & Violet 151,Golem ex [Holo] #76,scarlet violet 151 | golem ex | 76 | holo | ungraded,1,0
Scarlet & Violet 151,Ponyta,077/165,Normal,Common,Pokemon Scarlet & Violet 151,Ponyta #77,scarlet violet 151 | ponyta | 77 |  | ungraded,1,1
Scarlet & Violet 151,Ponyta,077/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Ponyta [Reverse Holo] #77,scarlet violet 151 | ponyta | 77 | reverse holo | ungraded,4,1
Scarlet & Violet 151,Rapidash,078/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Rapidash #78,scarlet violet 151 | rapidash | 78 |  | ungraded,1,1
Scarlet & Violet 151,Rapidash,078/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Rapidash [Reverse Holo] #78,scarlet violet 151 | rapidash | 78 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Slowpoke,079/165,Normal,Common,Pokemon Scarlet & Violet 151,Slowpoke #79,scarlet violet 151 | slowpoke | 79 |  | ungraded,1,1
Scarlet & Violet 151,Slowbro,080/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Slowbro #80,scarlet violet 151 | slowbro | 80 |  | ungraded,1,1
Scarlet & Violet 151,Slowbro,080/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Slowbro [Reverse Holo] #80,scarlet violet 151 | slowbro | 80 | reverse holo | ungraded,4,1
Scarlet & Violet 151,Magnemite,081/165,Normal,Common,Pokemon Scarlet & Violet 151,Magnemite #81,scarlet violet 151 | magnemite | 81 |  | ungraded,1,1
Scarlet & Violet 151,Magnemite,081/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Magnemite [Reverse Holo] #81,scarlet violet 151 | magnemite | 81 | reverse holo | ungraded,5,1
Scarlet & Violet 151,Magneton,082/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Magneton #82,scarlet violet 151 | magneton | 82 |  | ungraded,1,1
Scarlet & Violet 151,Magneton,082/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Magneton [Reverse Holo] #82,scarlet violet 151 | magneton | 82 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Farfetch'd,083/165,Normal,Common,Pokemon Scarlet & Violet 151,Farfetch'd #83,scarlet violet 151 | farfetch d | 83 |  | ungraded,1,1
Scarlet & Violet 151,Farfetch'd,083/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Farfetch'd [Reverse Holo] #83,scarlet violet 151 | farfetch d | 83 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Doduo,084/165,Normal,Common,Pokemon Scarlet & Violet 151,Doduo #84,scarlet violet 151 | doduo | 84 |  | ungraded,1,1
Scarlet & Violet 151,Doduo,084/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Doduo [Reverse Holo] #84,scarlet violet 151 | doduo | 84 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Dodrio,085/165,Normal Holo,Rare,Pokemon Scarlet & Violet 151,Dodrio [Holo] #85,scarlet violet 151 | dodrio | 85 | holo | ungraded,1,0
Scarlet & Violet 151,Seel,086/165,Normal,Common,Pokemon Scarlet & Violet 151,Seel #86,scarlet violet 151 | seel | 86 |  | ungraded,1,1
Scarlet & Violet 151,Seel,086/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Seel [Reverse Holo] #86,scarlet violet 151 | seel | 86 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Dewgong,087/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Dewgong #87,scarlet violet 151 | dewgong | 87 |  | ungraded,1,1
Scarlet & Violet 151,Dewgong,087/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Dewgong [Reverse Holo] #87,scarlet violet 151 | dewgong | 87 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Grimer,088/165,Normal,Common,Pokemon Scarlet & Violet 151,Grimer #88,scarlet violet 151 | grimer | 88 |  | ungraded,1,1
Scarlet & Violet 151,Grimer,088/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Grimer [Reverse Holo] #88,scarlet violet 151 | grimer | 88 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Muk,089/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Muk #89,scarlet violet 151 | muk | 89 |  | ungraded,1,1
Scarlet & Violet 151,Muk,089/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Muk [Reverse Holo] #89,scarlet violet 151 | muk | 89 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Shellder,090/165,Normal,Common,Pokemon Scarlet & Violet 151,Shellder #90,scarlet violet 151 | shellder | 90 |  | ungraded,1,1
Scarlet & Violet 151,Cloyster,091/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Cloyster #91,scarlet violet 151 | cloyster | 91 |  | ungraded,1,1
Scarlet & Violet 151,Gastly,092/165,Normal,Common,Pokemon Scarlet & Violet 151,Gastly #92,scarlet violet 151 | gastly | 92 |  | ungraded,1,1
Scarlet & Violet 151,Haunter,093/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Haunter #93,scarlet violet 151 | haunter | 93 |  | ungraded,1,1
Scarlet & Violet 151,Haunter,093/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Haunter [Reverse Holo] #93,scarlet violet 151 | haunter | 93 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Gengar,094/165,Normal Holo,Rare,Pokemon Scarlet & Violet 151,Gengar [Holo] #94,scarlet violet 151 | gengar | 94 | holo | ungraded,1,0
Scarlet & Violet 151,Onix,095/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Onix #95,scarlet violet 151 | onix | 95 |  | ungraded,1,1
Scarlet & Violet 151,Drowzee,096/165,Normal,Common,Pokemon Scarlet & Violet 151,Drowzee #96,scarlet violet 151 | drowzee | 96 |  | ungraded,1,1
Scarlet & Violet 151,Drowzee,096/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Drowzee [Reverse Holo] #96,scarlet violet 151 | drowzee | 96 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Hypno,097/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Hypno #97,scarlet violet 151 | hypno | 97 |  | ungraded,1,1
Scarlet & Violet 151,Hypno,097/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Hypno [Reverse Holo] #97,scarlet violet 151 | hypno | 97 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Krabby,098/165,Normal,Common,Pokemon Scarlet & Violet 151,Krabby #98,scarlet violet 151 | krabby | 98 |  | ungraded,1,1
Scarlet & Violet 151,Krabby,098/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Krabby [Reverse Holo] #98,scarlet violet 151 | krabby | 98 | reverse holo | ungraded,2,1
